time	x_sgp4	y_sgp4	z_sgp4	vx_sgp4	vy_sgp4	vz_sgp4	err_x	err_y	err_z	err_norm
26-Jan-2025 00:00:00	2695507.72344796	4313536.02385966	-11209304.9559886	5516.47939803052	13.5823614055976	1354.72363451029	-65.1407331977971	-104.62725911662	-74.1082016602159	143.813087113496
26-Jan-2025 00:00:30	2860738.09777545	4313529.2076789	-11167586.9202588	5498.69078973064	-14.0379559630236	1426.42812615524	-64.3509875764139	-103.270736131817	-77.6642378941178	144.352445046633
26-Jan-2025 00:01:00	3025418.9110877	4312693.73889674	-11123721.6450076	5479.84277046945	-41.6602237504581	1497.87039132918	-64.2957515227608	-102.950182379223	-78.482081644237	144.541069786427
26-Jan-2025 00:01:30	3189518.42881858	4311029.63767602	-11077717.202421	5459.93856051172	-69.2791971031612	1569.03676209134	-64.5788412983529	-103.089856313542	-78.0507981255651	144.533291342245
26-Jan-2025 00:02:00	3353005.01610506	4308537.08149304	-11029582.0741087	5438.98157845122	-96.889628125517	1639.91361188682	-64.9037762205116	-103.271329833195	-77.4500287957489	144.48520579513
26-Jan-2025 00:02:30	3515847.14338243	4305216.40548695	-10979325.149824	5416.97544092601	-124.486266355086	1710.48735801008	-65.0793739426881	-103.233837692067	-77.3512715809047	144.484495267095
26-Jan-2025 00:03:00	3678013.39284619	4301068.10210761	-10926955.7261119	5393.92396228446	-152.063860348288	1780.74446407059	-65.0262123481371	-102.873925372958	-78.0192327983677	144.562974168464
26-Jan-2025 00:03:30	3839472.46381767	4296092.82159221	-10872483.5048801	5369.83115424403	-179.617157899666	1850.6714424604	-64.7819951255806	-102.245925667696	-79.3132558409125	144.711881890122
26-Jan-2025 00:04:00	4000193.17918377	4290291.37152451	-10815918.5918995	5344.70122548697	-207.14090763023	1920.25485682317	-64.5079915462993	-101.561517946422	-80.6888211518526	144.867901067816
26-Jan-2025 00:04:30	4160144.49091499	4283664.71713376	-10757271.4952275	5318.53858125265	-234.629859437488	1989.48132452458	-64.3845762037672	-101.05691728089	-81.5388817470521	144.936066663254
26-Jan-2025 00:05:00	4319295.48612996	4276213.98108626	-10696553.1235591	5291.34782287749	-262.078765650257	2058.33751912375	-64.2873588120565	-100.593336695805	-82.2147900965065	144.952252832574
26-Jan-2025 00:05:30	4477615.39290076	4267940.44346622	-10633774.784503	5263.13374731145	-289.482381881074	2126.81017284502	-64.1229242505506	-100.056297327392	-83.0087439958006	144.960213952207
