time	x_sgp4	y_sgp4	z_sgp4	vx_sgp4	vy_sgp4	vz_sgp4	err_x	err_y	err_z	err_norm
16-Mar-2025 00:00:00	-4529224.07615231	2537725.5874689	-11175299.2229489	4888.82422009709	2521.22439626035	-1393.42150153692	-183.35855199676	-54.346796117723	44.2424372788519	196.293978753764
16-Mar-2025 00:00:30	-4382130.50213393	2613116.92636542	-11216029.783027	4917.2637568669	2504.78620134379	-1321.8998362695	-184.298983749934	-55.0751761975698	38.7254223451018	196.211744756164
16-Mar-2025 00:01:00	-4234197.81062467	2688007.89734372	-11254610.756696	4944.76427905132	2487.86685127034	-1250.11826202607	-184.207674112171	-56.4695646157488	35.946296447888	195.993405904452
16-Mar-2025 00:01:30	-4085454.25303672	2762384.11199482	-11291034.548987	4971.32042489788	2470.46944754258	-1178.09028150299	-183.635646640323	-58.1705423118547	34.4147498439997	195.678914849531
16-Mar-2025 00:02:00	-3935928.23923646	2836231.27605186	-11325293.9707795	4996.92700333104	2452.59718045741	-1105.82944724105	-182.975470724516	-59.9128323337063	33.04632162489	195.350018525826
16-Mar-2025 00:02:30	-3785648.3320713	2909535.19253812	-11357382.2402645	5021.57899525023	2434.25332802055	-1033.34935935692	-182.466734688729	-61.5284478776157	31.1638620067388	195.0667718023
16-Mar-2025 00:03:00	-3634643.24256297	2982281.76388435	-11387292.9843362	5045.27155418468	2415.44125609904	-960.663663263376	-182.200852561742	-62.9488096078858	28.4989246781915	194.863778094054
16-Mar-2025 00:03:30	-3482941.8243605	3054456.99501726	-11415020.239918	5068.00000754271	2396.16441730403	-887.786047381719	-182.126611055341	-64.2078341641463	25.1930922977626	194.74968632087
16-Mar-2025 00:04:00	-3330573.06877206	3126046.99562478	-11440558.4552173	5089.75985732225	2376.42635091913	-814.730240843389	-182.055137760937	-65.444199367892	21.7992317359895	194.684932443005
16-Mar-2025 00:04:30	-3177566.09939199	3197037.98289667	-11463902.4909128	5110.54678111535	2356.23068216246	-741.510011183304	-181.776394778397	-66.812920473516	18.9339314475656	194.589613805293
16-Mar-2025 00:05:00	-3023950.16687021	3267416.28404054	-11485047.6212716	5130.35663295117	2335.5811217237	-668.139162023644	-181.397771383636	-68.2143728262745	16.2323698643595	194.478384285877
16-Mar-2025 00:05:30	-2869754.6434717	3337168.3389588	-11503989.5351971	5149.18544424992	2314.48146499584	-594.631530748956	-181.016162503511	-69.5704621514305	13.3956122230738	194.38709504052
16-Mar-2025 00:06:00	-2715009.01800882	3406280.70254329	-11520724.3372063	5167.02942446843	2292.93559191965	-521.000986171662	-180.611915649846	-70.9180835927837	10.540337221697	194.322251335063
16-Mar-2025 00:06:30	-2559742.89024821	3474740.04741744	-11535248.5483377	5183.88496208216	2270.94746602573	-447.261426189805	-180.117778792977	-72.3365257363766	7.94105910696089	194.262831269046
16-Mar-2025 00:07:00	-2403985.96554716	3542533.16640257	-11547559.1069884	5199.74862535343	2248.52113387318	-373.426775435442	-179.614328032359	-73.7239225814119	5.25490677729249	194.227026030221
16-Mar-2025 00:07:30	-2247768.0495918	3609646.97489837	-11557653.36968	5214.61716300193	2225.6607246513	-299.510982914604	-179.145165317692	-75.0256483228877	2.29844772815704	194.234706025807
16-Mar-2025 00:08:00	-2091119.04285792	3676068.51343534	-11565529.1117547	5228.48750501881	2202.37044938659	-225.528019639012	-178.659102960723	-76.3122079791501	-0.692930234596133	194.275856219174
16-Mar-2025 00:08:30	-1934068.93522015	3741784.95008439	-11571184.5279987	5241.35676334559	2178.65460039003	-151.49187624947	-178.073403144488	-77.6936968117952	-3.34964065626264	194.313323074535
16-Mar-2025 00:09:00	-1776647.80032955	3806783.58296214	-11574618.2331958	5253.22223265327	2154.5175503936	-77.4165606312267	-177.452946525067	-79.0584550257772	-6.02308229915798	194.360657186257
16-Mar-2025 00:09:30	-1618885.79045879	3871051.842471	-11575829.2626074	5264.08139081386	2129.96375235548	-3.31609552078074	-176.841840867884	-80.3391584721394	-8.92942197807133	194.440612122098
16-Mar-2025 00:10:00	-1460813.13049862	3934577.29391821	-11574817.0723828	5273.93189982208	2104.99773810055	70.7954838940911	-176.211575849913	-81.6033878074959	-11.8639385923743	194.551755078421
16-Mar-2025 00:10:30	-1302460.11308797	3997347.63960797	-11571581.5398944	5282.77160604706	2079.62411852851	144.904132383632	-175.506570638856	-82.963075093925	-14.4802857004106	194.666655697419
16-Mar-2025 00:11:00	-1143857.09227287	4059350.72149156	-11566122.9640044	5290.59854125242	2053.8475818402	218.995797090948	-174.772547836881	-84.2992173111998	-17.1290185842663	194.795289456229
16-Mar-2025 00:11:30	-985034.478578674	4120574.52325346	-11558442.065255	5297.41092281822	2027.67289367747	293.056419956296	-174.039428410935	-85.5418990706094	-20.0186103861779	194.956107624267
16-Mar-2025 00:12:00	-826022.7332436	4181007.1726985	-11548539.9859877	5303.20715438455	2001.104896138	367.071940147455	-173.286420435878	-86.7653253222816	-22.9357347842306	195.147260077752
16-Mar-2025 00:12:30	-666852.362555185	4240636.94405008	-11536418.2903897	5307.98582639813	1974.14850694555	441.028296497398	-172.474163124803	-88.0909128878266	-25.526817413047	195.343196160632
16-Mar-2025 00:13:00	-507553.912026512	4299452.26022597	-11522078.9644673	5311.74571669277	1946.80871843457	514.911429948862	-171.629991949012	-89.3919459953904	-28.1428554747254	195.5499794414
16-Mar-2025 00:13:30	-348157.961462475	4357441.69497671	-11505524.4159429	5314.48579062995	1919.09059764334	588.707286006482	-170.77343101427	-90.5933349076658	-30.9947273358703	195.784039678169
16-Mar-2025 00:14:00	-188695.118489966	4414593.97521368	-11486757.4740833	5316.20520191577	1890.99928449564	662.401817194043	-169.896182432305	-91.7731507616118	-33.871767276898	196.046730715523
16-Mar-2025 00:14:30	-29196.0134621627	4470897.98312661	-11465781.3894495	5316.90329275272	1862.53999169472	735.980985519534	-168.978427415095	-93.0597931267694	-36.4225754532963	196.31718730444
16-Mar-2025 00:15:00	130308.706414459	4526342.75837287	-11442599.8335753	5316.57959431428	1833.71800365395	809.43076494556	-168.028315433941	-94.319329678081	-38.9970205519348	196.597096495392
16-Mar-2025 00:15:30	289788.382681734	4580917.50021642	-11417216.8985703	5315.23382706581	1804.53867576056	882.737143866185	-167.053949660447	-95.4724848074839	-41.8049556370825	196.900156851864
16-Mar-2025 00:16:00	449212.351500773	4634611.56963011	-11389637.0966497	5312.86590116209	1775.00743332222	955.886127589138	-166.058052541048	-96.6016917657107	-44.6361283082515	197.229682391047
16-Mar-2025 00:16:30	608549.94897286	4687414.49141152	-11359865.3595876	5309.47591659622	1745.12977114907	1028.8637408243	-165.039389123674	-97.842612545006	-47.1400348953903	197.568620185207
16-Mar-2025 00:17:00	767770.517215156	4739315.9562212	-11327907.0380979	5305.06416361433	1714.91125225653	1101.65603017676	-163.987150043715	-99.0543880648911	-49.6644630227238	197.914416002739
16-Mar-2025 00:17:30	926843.409920385	4790305.82262619	-11293767.9011387	5299.63112289381	1684.35750716342	1174.24906664542	-162.898203926627	-100.153469687328	-52.4182638078928	198.278129690506
16-Mar-2025 00:18:00	1085737.99791897	4840374.11914741	-11257454.1351417	5293.17746570066	1653.47423316955	1246.6289481266	-161.786557102343	-101.226262675598	-55.1928147282451	198.665279079977
16-Mar-2025 00:18:30	1244423.67528889	4889511.04616669	-11218972.3431679	5285.70405420659	1622.26719302205	1318.78180192166	-160.670304285362	-102.415135324001	-57.6400215812027	199.063253038992
16-Mar-2025 00:19:00	1402869.86469318	4937706.97796174	-11178329.5439862	5277.21194150327	1590.74221442786	1390.69378724978	-159.519488658756	-103.572760284878	-60.1047129463404	199.465186068501
16-Mar-2025 00:19:30	1561046.02330634	4984952.46459663	-11135533.1710772	5267.70237179249	1558.90518890577	1462.35109776422	-158.319505699677	-104.611698691733	-62.7941629625857	199.879414373597
16-Mar-2025 00:20:00	1718921.64846855	5031238.23384504	-11090591.0715623	5257.17678045136	1526.76207092665	1533.73996407265	-157.095916578081	-105.622221274301	-65.5020054168999	200.313986895724
16-Mar-2025 00:20:30	1876466.28362666	5076555.19299188	-11043511.5050562	5245.63679415539	1494.31887674063	1604.84665626076	-155.885932659497	-106.75316488184	-67.8835540600121	200.760651336932
16-Mar-2025 00:21:00	2033649.52362167	5120894.43083572	-10994303.1424429	5233.08423077276	1461.5816838734	1675.65748641968	-154.640333696268	-107.851099461317	-70.2795473318547	201.208119204665
